Confirmation Code,Student First Name,Student Middle Name,Student Last Name,Student Birthday,Student Gender,Student Street Address 1,Student Street Address 2,Student City,Student ZIP Code,Contact 1 First Name,Contact 1 Last Name,Contact 1 Phone,Contact 1 Email,Contact 1 Relationship,Contact 2 First Name,Contact 2 Last Name,Contact 2 Phone,Contact 2 Email,Contact 2 Relationship,Household Members,Household Monthly Income,Schools Applied
778,StudentFirst778,StudentMiddle778,StudentLast778,11/10/2009,Male,900 Fake St,,Central Falls,02720,ContactFirst778,ContactLast778,401-123-5344,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
779,StudentFirst779,StudentMiddle779,StudentLast779,10/26/2009,Female,901 Fake St,,West Warwick,02721,ContactFirst779,ContactLast779,401-123-5345,123@gt-fake-email.edu.org,Mother,,,,,,3,6806,West Warwick - CHILD Inc.;
780,StudentFirst780,StudentMiddle780,StudentLast780,7/28/2010,Female,902 Fake St,,Warwick,02722,ContactFirst780,ContactLast780,401-123-5346,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
781,StudentFirst781,StudentMiddle781,StudentLast781,7/28/2010,Female,903 Fake St,,Pawtucket,02723,ContactFirst781,ContactLast781,401-123-5347,123@gt-fake-email.edu.org,Father,,,,,,4,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
782,StudentFirst782,StudentMiddle782,StudentLast782,7/8/2010,Male,904 Fake St,,Cranston,02724,ContactFirst782,ContactLast782,401-123-5348,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Cranston - Comprehensive Community Action Program (CCAP);
783,StudentFirst783,StudentMiddle783,StudentLast783,3/21/2010,Female,905 Fake St,,Central Falls,02725,ContactFirst783,ContactLast783,401-123-5349,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Central Falls - Capt. Hunt Early Learning Center;
784,StudentFirst784,StudentMiddle784,StudentLast784,11/9/2009,Female,906 Fake St,,Providence,02726,ContactFirst784,ContactLast784,401-123-5350,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
785,StudentFirst785,StudentMiddle785,StudentLast785,6/9/2010,Female,907 Fake St,,Central Falls,02727,ContactFirst785,ContactLast785,401-123-5351,123@gt-fake-email.edu.org,Mother,,,,,,7,2425,Central Falls - Capt. Hunt Early Learning Center;
786,StudentFirst786,StudentMiddle786,StudentLast786,3/2/2010,Male,908 Fake St,,Pawtucket,02728,ContactFirst786,ContactLast786,401-123-5352,123@gt-fake-email.edu.org,Mother,,,,,,5,4928,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
787,StudentFirst787,StudentMiddle787,StudentLast787,6/30/2010,Male,909 Fake St,,Providence,02729,ContactFirst787,ContactLast787,401-123-5353,123@gt-fake-email.edu.org,Father,,,,,,8,2425,Providence - Beautiful Beginnings;
788,StudentFirst788,StudentMiddle788,StudentLast788,6/28/2010,Male,910 Fake St,,Warwick,02730,ContactFirst788,ContactLast788,401-123-5354,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Warwick - Westbay Community Action Children's Center;
789,StudentFirst789,StudentMiddle789,StudentLast789,1/8/2010,Male,911 Fake St,,Central Falls,02731,ContactFirst789,ContactLast789,401-123-5355,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Central Falls - Capt. Hunt Early Learning Center;
790,StudentFirst790,StudentMiddle790,StudentLast790,3/5/2010,Female,912 Fake St,,Newport,02732,ContactFirst790,ContactLast790,401-123-5356,123@gt-fake-email.edu.org,Mother,,,,,,4,4928,Newport - East Bay Community Action Head Start;
791,StudentFirst791,StudentMiddle791,StudentLast791,8/28/2010,Female,913 Fake St,,West Warwick,02733,ContactFirst791,ContactLast791,401-123-5357,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,West Warwick - CHILD Inc.;
792,StudentFirst792,StudentMiddle792,StudentLast792,2/12/2010,Female,914 Fake St,,Woonsocket,02734,ContactFirst792,ContactLast792,401-123-5358,123@gt-fake-email.edu.org,Mother,,,,,,4,3677,Woonsocket - Woonsocket Head Start Child Development Association;
793,StudentFirst793,StudentMiddle793,StudentLast793,1/19/2010,Female,915 Fake St,,Providence,02735,ContactFirst793,ContactLast793,401-123-5359,123@gt-fake-email.edu.org,Mother,,,,,,2,3051,Providence - Beautiful Beginnings;
794,StudentFirst794,StudentMiddle794,StudentLast794,2/1/2010,Male,916 Fake St,,Pawtucket,02736,ContactFirst794,ContactLast794,401-123-5360,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
795,StudentFirst795,StudentMiddle795,StudentLast795,1/26/2010,Male,917 Fake St,,Cranston,02737,ContactFirst795,ContactLast795,401-123-5361,123@gt-fake-email.edu.org,Father,,,,,,2,2425,Cranston - Comprehensive Community Action Program (CCAP);
796,StudentFirst796,StudentMiddle796,StudentLast796,3/2/2010,Male,918 Fake St,,Pawtucket,02738,ContactFirst796,ContactLast796,401-123-5362,123@gt-fake-email.edu.org,Mother,,,,,,3,3677,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
797,StudentFirst797,StudentMiddle797,StudentLast797,5/26/2010,Male,919 Fake St,,Pawtucket,02739,ContactFirst797,ContactLast797,401-123-5363,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
798,StudentFirst798,StudentMiddle798,StudentLast798,8/20/2010,Female,920 Fake St,,Pawtucket,02740,ContactFirst798,ContactLast798,401-123-5364,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
799,StudentFirst799,StudentMiddle799,StudentLast799,8/28/2010,Male,921 Fake St,,Central Falls,02741,ContactFirst799,ContactLast799,401-123-5365,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
800,StudentFirst800,StudentMiddle800,StudentLast800,3/7/2010,Male,922 Fake St,,Providence,02742,ContactFirst800,ContactLast800,401-123-5366,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
801,StudentFirst801,StudentMiddle801,StudentLast801,6/23/2010,Female,923 Fake St,,Central Falls,02743,ContactFirst801,ContactLast801,401-123-5367,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Central Falls - Capt. Hunt Early Learning Center;
802,StudentFirst802,StudentMiddle802,StudentLast802,1/19/2010,Female,924 Fake St,,Providence,02744,ContactFirst802,ContactLast802,401-123-5368,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Providence - Beautiful Beginnings;
803,StudentFirst803,StudentMiddle803,StudentLast803,1/19/2010,Female,925 Fake St,,Providence,02745,ContactFirst803,ContactLast803,401-123-5369,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Providence - Ready to Learn Providence at CCRI Liston Campus;
804,StudentFirst804,StudentMiddle804,StudentLast804,1/19/2010,Female,926 Fake St,,Providence,02746,ContactFirst804,ContactLast804,401-123-5370,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Providence - Smith Hill Early Childhood Learning Center;
805,StudentFirst805,StudentMiddle805,StudentLast805,1/10/2010,Female,927 Fake St,,Providence,02747,ContactFirst805,ContactLast805,401-123-5371,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Providence - The Mariposa Center;
806,StudentFirst806,StudentMiddle806,StudentLast806,6/20/2010,Female,928 Fake St,,Providence,02748,ContactFirst806,ContactLast806,401-123-5372,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
807,StudentFirst807,StudentMiddle807,StudentLast807,6/14/2010,Male,929 Fake St,,Warwick,02749,ContactFirst807,ContactLast807,401-123-5373,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
808,StudentFirst808,StudentMiddle808,StudentLast808,7/28/2010,Female,930 Fake St,,Warwick,02750,ContactFirst808,ContactLast808,401-123-5374,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Warwick - CHILD Inc.;
809,StudentFirst809,StudentMiddle809,StudentLast809,5/9/2010,Male,931 Fake St,,Warwick,02751,ContactFirst809,ContactLast809,401-123-5375,123@gt-fake-email.edu.org,Mother,,,,,,5,7432,Warwick - CHILD Inc.;Warwick - Westbay Community Action Children's Center;
810,StudentFirst810,StudentMiddle810,StudentLast810,5/30/2010,Male,932 Fake St,,Warwick,02752,ContactFirst810,ContactLast810,401-123-5376,123@gt-fake-email.edu.org,Mother,,,,,,4,6180,Warwick - Imagine Preschool at CCRI Knight Campus;
811,StudentFirst811,StudentMiddle811,StudentLast811,5/30/2010,Male,933 Fake St,,Warwick,02753,ContactFirst811,ContactLast811,401-123-5377,123@gt-fake-email.edu.org,Mother,,,,,,4,6180,Warwick - Westbay Community Action Children's Center;
812,StudentFirst812,StudentMiddle812,StudentLast812,4/28/2010,Female,934 Fake St,,Pawtucket,02754,ContactFirst812,ContactLast812,401-123-5378,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
813,StudentFirst813,StudentMiddle813,StudentLast813,9/4/2009,Female,935 Fake St,,Providence,02755,ContactFirst813,ContactLast813,401-123-5379,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Smith Hill Early Childhood Learning Center;
814,StudentFirst814,StudentMiddle814,StudentLast814,1/29/2010,Male,936 Fake St,,Providence,02756,ContactFirst814,ContactLast814,401-123-5380,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
815,StudentFirst815,StudentMiddle815,StudentLast815,8/7/2010,Female,937 Fake St,,Warwick,02757,ContactFirst815,ContactLast815,401-123-5381,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Warwick - Westbay Community Action Children's Center;
816,StudentFirst816,StudentMiddle816,StudentLast816,3/10/2010,Female,938 Fake St,,Cranston,02758,ContactFirst816,ContactLast816,401-123-5382,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Cranston - Comprehensive Community Action Program (CCAP);
817,StudentFirst817,StudentMiddle817,StudentLast817,3/23/2010,Male,939 Fake St,,Warwick,02759,ContactFirst817,ContactLast817,401-123-5383,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,Warwick - Imagine Preschool at CCRI Knight Campus;
818,StudentFirst818,StudentMiddle818,StudentLast818,3/30/2009,Female,940 Fake St,,West Warwick,02760,ContactFirst818,ContactLast818,401-123-5384,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,West Warwick - CHILD Inc.;
819,StudentFirst819,StudentMiddle819,StudentLast819,9/19/2009,Male,941 Fake St,,Woonsocket,02761,ContactFirst819,ContactLast819,401-123-5385,123@gt-fake-email.edu.org,Mother,,,,,,3,3051,Woonsocket - Woonsocket Head Start Child Development Association;
820,StudentFirst820,StudentMiddle820,StudentLast820,3/23/2010,Male,942 Fake St,,Warwick,02762,ContactFirst820,ContactLast820,401-123-5386,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;
821,StudentFirst821,StudentMiddle821,StudentLast821,6/24/2010,Female,943 Fake St,,Providence,02763,ContactFirst821,ContactLast821,401-123-5387,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
822,StudentFirst822,StudentMiddle822,StudentLast822,6/13/2010,Male,944 Fake St,,Providence,02764,ContactFirst822,ContactLast822,401-123-5388,123@gt-fake-email.edu.org,Mother,,,,,,7,3677,Providence - Beautiful Beginnings;
823,StudentFirst823,StudentMiddle823,StudentLast823,11/13/2009,Female,945 Fake St,,Providence,02765,ContactFirst823,ContactLast823,401-123-5389,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
824,StudentFirst824,StudentMiddle824,StudentLast824,7/7/2010,Male,946 Fake St,,Warwick,02766,ContactFirst824,ContactLast824,401-123-5390,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Warwick - Imagine Preschool at CCRI Knight Campus;
825,StudentFirst825,StudentMiddle825,StudentLast825,7/7/2010,Male,947 Fake St,,Warwick,02767,ContactFirst825,ContactLast825,401-123-5391,123@gt-fake-email.edu.org,Father,,,,,,5,6806,Warwick - Westbay Community Action Children's Center;
826,StudentFirst826,StudentMiddle826,StudentLast826,4/24/2010,Female,948 Fake St,,Central Falls,02768,ContactFirst826,ContactLast826,401-123-5392,123@gt-fake-email.edu.org,Father,,,,,,6,2425,Central Falls - Capt. Hunt Early Learning Center;
827,StudentFirst827,StudentMiddle827,StudentLast827,1/23/2010,Female,949 Fake St,,Cranston,02769,ContactFirst827,ContactLast827,401-123-5393,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Cranston - Comprehensive Community Action Program (CCAP);
828,StudentFirst828,StudentMiddle828,StudentLast828,2/27/2010,Female,950 Fake St,,Cranston,02770,ContactFirst828,ContactLast828,401-123-5394,123@gt-fake-email.edu.org,Mother,,,,,,3,3677,Cranston - Comprehensive Community Action Program (CCAP);
829,StudentFirst829,StudentMiddle829,StudentLast829,7/27/2010,Male,951 Fake St,,Providence,02771,ContactFirst829,ContactLast829,401-123-5395,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
830,StudentFirst830,StudentMiddle830,StudentLast830,8/15/2010,Male,952 Fake St,,Cranston,02772,ContactFirst830,ContactLast830,401-123-5396,123@gt-fake-email.edu.org,Mother,,,,,,5,4302,Cranston - Comprehensive Community Action Program (CCAP);
831,StudentFirst831,StudentMiddle831,StudentLast831,11/18/2009,Female,953 Fake St,,Cranston,02773,ContactFirst831,ContactLast831,401-123-5397,123@gt-fake-email.edu.org,Mother,,,,,,4,5554,Cranston - Comprehensive Community Action Program (CCAP);
832,StudentFirst832,StudentMiddle832,StudentLast832,4/20/2010,Male,954 Fake St,,Providence,02774,ContactFirst832,ContactLast832,401-123-5398,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Smith Hill Early Childhood Learning Center;
833,StudentFirst833,StudentMiddle833,StudentLast833,7/11/2010,Male,955 Fake St,,West Warwick,02775,ContactFirst833,ContactLast833,401-123-5399,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,West Warwick - CHILD Inc.;
834,StudentFirst834,StudentMiddle834,StudentLast834,12/21/2009,Male,956 Fake St,,Woonsocket,02776,ContactFirst834,ContactLast834,401-123-5400,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Woonsocket - Woonsocket Head Start Child Development Association;
835,StudentFirst835,StudentMiddle835,StudentLast835,11/22/2009,Male,957 Fake St,,Pawtucket,02777,ContactFirst835,ContactLast835,401-123-5401,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
836,StudentFirst836,StudentMiddle836,StudentLast836,6/30/2010,Male,958 Fake St,,Woonsocket,02778,ContactFirst836,ContactLast836,401-123-5402,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Woonsocket - Woonsocket Head Start Child Development Association;
837,StudentFirst837,StudentMiddle837,StudentLast837,12/8/2009,Female,959 Fake St,,Warwick,02779,ContactFirst837,ContactLast837,401-123-5403,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
838,StudentFirst838,StudentMiddle838,StudentLast838,5/4/2010,Female,960 Fake St,,Woonsocket,02780,ContactFirst838,ContactLast838,401-123-5404,123@gt-fake-email.edu.org,Mother,,,,,,6,6180,Woonsocket - Woonsocket Head Start Child Development Association;
839,StudentFirst839,StudentMiddle839,StudentLast839,2/11/2010,Female,961 Fake St,,Providence,02781,ContactFirst839,ContactLast839,401-123-5405,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
840,StudentFirst840,StudentMiddle840,StudentLast840,9/18/2009,Female,962 Fake St,,Providence,02782,ContactFirst840,ContactLast840,401-123-5406,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
841,StudentFirst841,StudentMiddle841,StudentLast841,9/16/2009,Male,963 Fake St,,Cranston,02783,ContactFirst841,ContactLast841,401-123-5407,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Cranston - Comprehensive Community Action Program (CCAP);
842,StudentFirst842,StudentMiddle842,StudentLast842,12/9/2009,Female,964 Fake St,,Woonsocket,02784,ContactFirst842,ContactLast842,401-123-5408,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Woonsocket - Woonsocket Head Start Child Development Association;
843,StudentFirst843,StudentMiddle843,StudentLast843,7/20/2010,Male,965 Fake St,,Warwick,02785,ContactFirst843,ContactLast843,401-123-5409,123@gt-fake-email.edu.org,Mother,,,,,,4,5554,Warwick - CHILD Inc.;Warwick - Westbay Community Action Children's Center;
844,StudentFirst844,StudentMiddle844,StudentLast844,7/20/2010,Male,966 Fake St,,Warwick,02786,ContactFirst844,ContactLast844,401-123-5410,123@gt-fake-email.edu.org,Mother,,,,,,4,5554,Warwick - Westbay Community Action Children's Center;
845,StudentFirst845,StudentMiddle845,StudentLast845,7/1/2010,Female,967 Fake St,,Providence,02787,ContactFirst845,ContactLast845,401-123-5411,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;
846,StudentFirst846,StudentMiddle846,StudentLast846,7/27/2010,Female,968 Fake St,,Warwick,02788,ContactFirst846,ContactLast846,401-123-5412,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
847,StudentFirst847,StudentMiddle847,StudentLast847,6/9/2010,Male,969 Fake St,,Newport,02789,ContactFirst847,ContactLast847,401-123-5413,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Newport - East Bay Community Action Head Start;
848,StudentFirst848,StudentMiddle848,StudentLast848,7/27/2010,Female,970 Fake St,,Warwick,02790,ContactFirst848,ContactLast848,401-123-5414,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Warwick - Imagine Preschool at CCRI Knight Campus;
849,StudentFirst849,StudentMiddle849,StudentLast849,7/27/2010,Female,971 Fake St,,Warwick,02791,ContactFirst849,ContactLast849,401-123-5415,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Warwick - Westbay Community Action Children's Center;
850,StudentFirst850,StudentMiddle850,StudentLast850,1/11/2010,Male,972 Fake St,,Pawtucket,02792,ContactFirst850,ContactLast850,401-123-5416,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
851,StudentFirst851,StudentMiddle851,StudentLast851,5/26/2010,Male,973 Fake St,,Cranston,02793,ContactFirst851,ContactLast851,401-123-5417,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
852,StudentFirst852,StudentMiddle852,StudentLast852,5/27/2010,Male,974 Fake St,,Warwick,02794,ContactFirst852,ContactLast852,401-123-5418,123@gt-fake-email.edu.org,Mother,,,,,,5,3677,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;
853,StudentFirst853,StudentMiddle853,StudentLast853,5/27/2010,Male,975 Fake St,,Warwick,02795,ContactFirst853,ContactLast853,401-123-5419,123@gt-fake-email.edu.org,Mother,,,,,,5,5554,Warwick - Westbay Community Action Children's Center;
854,StudentFirst854,StudentMiddle854,StudentLast854,5/17/2010,Female,976 Fake St,,Warwick,02796,ContactFirst854,ContactLast854,401-123-5420,123@gt-fake-email.edu.org,Mother,,,,,,6,6180,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;
855,StudentFirst855,StudentMiddle855,StudentLast855,5/12/2010,Female,977 Fake St,,Cranston,02797,ContactFirst855,ContactLast855,401-123-5421,123@gt-fake-email.edu.org,Father,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
856,StudentFirst856,StudentMiddle856,StudentLast856,8/26/2010,Male,978 Fake St,,Providence,02798,ContactFirst856,ContactLast856,401-123-5422,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
857,StudentFirst857,StudentMiddle857,StudentLast857,8/6/2010,Female,979 Fake St,,Pawtucket,02799,ContactFirst857,ContactLast857,401-123-5423,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
858,StudentFirst858,StudentMiddle858,StudentLast858,7/7/2010,Male,980 Fake St,,Providence,02800,ContactFirst858,ContactLast858,401-123-5424,123@gt-fake-email.edu.org,Father,,,,,,4,6806,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
859,StudentFirst859,StudentMiddle859,StudentLast859,7/21/2010,Female,981 Fake St,,Pawtucket,02801,ContactFirst859,ContactLast859,401-123-5425,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
860,StudentFirst860,StudentMiddle860,StudentLast860,12/5/2009,Female,982 Fake St,,Cranston,02802,ContactFirst860,ContactLast860,401-123-5426,123@gt-fake-email.edu.org,Father,,,,,,4,6180,Cranston - Comprehensive Community Action Program (CCAP);
861,StudentFirst861,StudentMiddle861,StudentLast861,7/18/2010,Female,983 Fake St,,Woonsocket,02803,ContactFirst861,ContactLast861,401-123-5427,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Woonsocket - Woonsocket Head Start Child Development Association;
862,StudentFirst862,StudentMiddle862,StudentLast862,12/11/2009,Male,984 Fake St,,West Warwick,02804,ContactFirst862,ContactLast862,401-123-5428,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,West Warwick - CHILD Inc.;
863,StudentFirst863,StudentMiddle863,StudentLast863,6/9/2010,Male,985 Fake St,,Providence,02805,ContactFirst863,ContactLast863,401-123-5429,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
864,StudentFirst864,StudentMiddle864,StudentLast864,6/24/2010,Male,986 Fake St,,Providence,02806,ContactFirst864,ContactLast864,401-123-5430,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
865,StudentFirst865,StudentMiddle865,StudentLast865,11/4/2009,Female,987 Fake St,,Woonsocket,02807,ContactFirst865,ContactLast865,401-123-5431,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Woonsocket - Woonsocket Head Start Child Development Association;
866,StudentFirst866,StudentMiddle866,StudentLast866,3/29/2010,Female,988 Fake St,,Providence,02808,ContactFirst866,ContactLast866,401-123-5432,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;
867,StudentFirst867,StudentMiddle867,StudentLast867,1/29/2010,Female,989 Fake St,,Cranston,02809,ContactFirst867,ContactLast867,401-123-5433,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Cranston - Comprehensive Community Action Program (CCAP);
868,StudentFirst868,StudentMiddle868,StudentLast868,3/4/2010,Male,990 Fake St,,Cranston,02810,ContactFirst868,ContactLast868,401-123-5434,123@gt-fake-email.edu.org,Mother,,,,,,4,5554,Cranston - Comprehensive Community Action Program (CCAP);
869,StudentFirst869,StudentMiddle869,StudentLast869,3/6/2010,Female,991 Fake St,,Providence,02811,ContactFirst869,ContactLast869,401-123-5435,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;
870,StudentFirst870,StudentMiddle870,StudentLast870,3/6/2010,Female,992 Fake St,,Providence,02812,ContactFirst870,ContactLast870,401-123-5436,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;
871,StudentFirst871,StudentMiddle871,StudentLast871,3/6/2010,Female,993 Fake St,,Providence,02813,ContactFirst871,ContactLast871,401-123-5437,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Smith Hill Early Childhood Learning Center;
872,StudentFirst872,StudentMiddle872,StudentLast872,3/6/2010,Female,994 Fake St,,Providence,02814,ContactFirst872,ContactLast872,401-123-5438,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - The Mariposa Center;
873,StudentFirst873,StudentMiddle873,StudentLast873,12/28/2009,Male,995 Fake St,,Providence,02815,ContactFirst873,ContactLast873,401-123-5439,123@gt-fake-email.edu.org,Mother,,,,,,6,3051,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
874,StudentFirst874,StudentMiddle874,StudentLast874,8/24/2010,Male,996 Fake St,,Providence,02816,ContactFirst874,ContactLast874,401-123-5440,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,Providence - Beautiful Beginnings;
875,StudentFirst875,StudentMiddle875,StudentLast875,8/24/2010,Male,997 Fake St,,Providence,02817,ContactFirst875,ContactLast875,401-123-5441,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,Providence - Smith Hill Early Childhood Learning Center;
876,StudentFirst876,StudentMiddle876,StudentLast876,12/24/2009,Male,998 Fake St,,Central Falls,02818,ContactFirst876,ContactLast876,401-123-5442,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
877,StudentFirst877,StudentMiddle877,StudentLast877,2/19/2010,Male,999 Fake St,,Central Falls,02819,ContactFirst877,ContactLast877,401-123-5443,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Central Falls - Capt. Hunt Early Learning Center;
878,StudentFirst878,StudentMiddle878,StudentLast878,4/13/2010,Female,1000 Fake St,,Pawtucket,02820,ContactFirst878,ContactLast878,401-123-5444,123@gt-fake-email.edu.org,Mother,,,,,,6,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
